Date	Author ID	Frequency
2018-01-15	823377166935224320	1
2018-01-15	43987148	1
2018-01-15	780131168553406464	1
2018-01-15	370080805	1
2018-01-15	2761618039	1
2018-01-15	931278145679847424	1
2018-01-15	916130429639561216	1
2018-01-15	3267638420	1
2018-01-15	279374709	1
2018-01-15	271569247	1
2018-01-15	938324899197677568	1
2018-01-15	55868213	1
2018-01-15	26023096	1
2018-01-15	602868752	1
2018-01-15	1079767112	1
2018-01-15	2437720473	1
2018-01-15	3308872408	1
2018-01-15	297645395	1
2018-01-15	839675488310280195	1
2018-01-15	36672211	1
2018-01-15	1164915415	1
2018-01-15	41437955	1
2018-01-15	756972152385970177	1
2018-01-15	725338815808724992	1
2018-01-15	4853993292	1
2018-01-15	929926796317020160	1
2018-01-15	19609489	1
2018-01-15	89766826	1
2018-01-15	948060300296667136	1
2018-01-15	27463702	1
2018-01-15	1704039948	1
2018-01-15	81821096	1
2018-01-15	844877672	1
2018-01-15	608688420	1
2018-01-15	758447186678050816	1
2018-01-15	29129139	1
2018-01-15	944873342946775044	1
2018-01-15	23110680	1
2018-01-15	77334210	1
2018-01-15	61346845	1
2018-01-15	80703939	1
2018-01-15	1063544971	1
2018-01-15	456378666	1
2018-01-15	122572681	1
2018-01-15	40346196	1
2018-01-15	23036228	1
2018-01-15	873354467281821696	1
2018-01-15	912162918	1
2018-01-15	2288811595	1
2018-01-15	717035762772914176	1
2018-01-15	1561550569	1
2018-01-15	432809372	1
2018-01-15	2741520858	1
2018-01-15	2174665044	1
2018-01-15	4636049362	1
2018-01-15	742119350555926528	1
2018-01-15	325876117	1
2018-01-15	985280467	1
2018-01-15	2281727122	1
2018-01-15	3129250707	1
2018-01-15	901168728	1
2018-01-15	179776684	1
2018-01-15	22274126	1
2018-01-15	216691169	1
2018-01-15	942317501207080960	1
2018-01-15	823665957356916736	1
2018-01-15	4055473031	1
2018-01-15	43419274	1
2018-01-15	1137438961	1
2018-01-15	1957385070	1
2018-01-15	37033886	1
2018-01-15	814613151392157698	1
2018-01-15	279102772	1
2018-01-15	935784070264573953	1
2018-01-15	2806455346	1
2018-01-15	227706518	1
2018-01-15	941933888	1
2018-01-15	887837828977238017	1
2018-01-15	29766927	1
2018-01-15	891283893990633472	1
2018-01-15	21788447	1
2018-01-15	886406979283038208	1
2018-01-15	770280543804133376	1
2018-01-15	2763659028	1
2018-01-15	1520599532	1
2018-01-15	40407685	1
2018-01-15	204935620	1
2018-01-15	706242358422024197	1
2018-01-15	2586348602	1
2018-01-15	919754151277531136	1
2018-01-15	2161502468	1
2018-01-15	303457569	1
2018-01-15	81352351	1
2018-01-15	30008363	1
2018-01-15	452628395	1
2018-01-15	807732920580501505	1
2018-01-15	951466537344425985	1
2018-01-15	2326219921	1
2018-01-15	892051010	1
2018-01-15	3405962098	1
2018-01-15	14294848	1
2018-01-15	2406352457	1
2018-01-15	886740140084928512	1
2018-01-15	2849189466	1
2018-01-15	32500717	1
2018-01-15	841431193908367360	1
2018-01-15	264547771	1
2018-01-15	919378532299608064	1
2018-01-15	63513685	1
2018-01-15	3620691852	1
2018-01-15	1933585003	1
2018-01-15	2937913036	1
2018-01-15	159952234	1
2018-01-15	760467303808970752	1
2018-01-15	79333588	1
2018-01-15	757155661612519425	1
2018-01-15	702212732402212869	1
2018-01-15	705899279253159936	1
2018-01-15	291893953	1
2018-01-15	22198228	1
2018-01-15	21738328	1
2018-01-15	47767360	1
2018-01-15	856677350817374209	1
2018-01-15	512717625	1
2018-01-15	26771920	1
2018-01-15	31780972	1
2018-01-15	924733956020424704	1
2018-01-15	300872831	1
2018-01-15	22718386	1
2018-01-15	2516988493	1
2018-01-15	54089343	1
2018-01-15	1906173889	1
2018-01-15	131021753	1
2018-01-15	947559056759066624	1
2018-01-15	117660336	1
2018-01-15	469973481	1
2018-01-15	496569511	1
2018-01-15	924737490992246785	1
2018-01-15	774247055397154816	1
2018-01-15	523263303	1
2018-01-15	2788920002	1
2018-01-15	1445626418	1
2018-01-15	809219397885624320	1
2018-01-15	15553608	1
2018-01-15	45281798	1
2018-01-15	456101331	1
2018-01-15	305650863	1
2018-01-15	429917909	1
2018-01-15	912673604214587392	1
2018-01-15	583456963	1
2018-01-15	33326903	1
2018-01-15	2798095191	1
2018-01-15	35235781	1
2018-01-15	41842642	1
2018-01-15	3324996054	1
2018-01-15	1050087325	1
2018-01-15	135157028	1
2018-01-15	706919457139105792	1
2018-01-15	1865912234	1
2018-01-15	3409782221	1
2018-01-15	74146708	1
2018-01-15	818881001094950912	1
2018-01-15	2352617190	1
2018-01-15	855499282698440704	1
2018-01-15	1601926969	1
2018-01-15	3305604980	1
2018-01-15	388122292	1
2018-01-15	4899875641	1
2018-01-15	47757828	1
2018-01-15	110292128	1
2018-01-15	51993521	1
2018-01-15	4466576128	1
2018-01-15	849842047888576513	1
2018-01-15	994815031	1
2018-01-15	283881923	1
2018-01-15	737530531307393025	1
2018-01-15	1070384377	1
2018-01-15	706280211923349505	1
2018-01-15	826290143707459585	1
2018-01-15	1932046022	1
2018-01-15	916079711687663616	1
2018-01-15	3623735359	1
2018-01-15	835586317002014720	1
2018-01-15	948207102417281024	1

Number of rows = 943
